datetime,open,high,low,close,volume,symbol
2025-09-24 00:00:00+00:00,179.77000427246094,179.77999877929688,175.39999389648438,176.97000122070312,143564100,NVDA
2025-09-25 00:00:00+00:00,174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,191586700,NVDA
2025-09-26 00:00:00+00:00,178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,148573700,NVDA
2025-09-29 00:00:00+00:00,180.42999267578125,184.0,180.32000732421875,181.85000610351562,193063500,NVDA
2025-09-30 00:00:00+00:00,182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,236981000,NVDA
2025-10-01 00:00:00+00:00,185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,173844900,NVDA
2025-10-02 00:00:00+00:00,189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,136805800,NVDA
2025-10-03 00:00:00+00:00,189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,137596900,NVDA
2025-10-06 00:00:00+00:00,185.5,187.22999572753906,183.3300018310547,185.5399932861328,157678100,NVDA
2025-10-07 00:00:00+00:00,186.22999572753906,189.05999755859375,184.0,185.0399932861328,140088000,NVDA
2025-10-08 00:00:00+00:00,186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,130168900,NVDA
2025-10-09 00:00:00+00:00,192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,182997200,NVDA
2025-10-10 00:00:00+00:00,193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,268774400,NVDA
2025-10-13 00:00:00+00:00,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,153482800,NVDA
2025-10-14 00:00:00+00:00,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,205641400,NVDA
2025-10-15 00:00:00+00:00,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,214450500,NVDA
2025-10-16 00:00:00+00:00,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,179723300,NVDA
2025-10-17 00:00:00+00:00,180.17999267578125,184.10000610351562,179.75,183.22000122070312,173135200,NVDA
2025-10-20 00:00:00+00:00,183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,128544700,NVDA
2025-10-21 00:00:00+00:00,182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,124240200,NVDA
2025-10-22 00:00:00+00:00,181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,162249600,NVDA
2025-10-23 00:00:00+00:00,180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,111363700,NVDA
2025-10-24 00:00:00+00:00,183.83999633789062,187.47000122070312,183.5,186.25999450683594,131296700,NVDA
2025-10-27 00:00:00+00:00,189.99000549316406,192.0,188.42999267578125,191.49000549316406,153452700,NVDA
2025-10-28 00:00:00+00:00,193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,297986200,NVDA
2025-10-29 00:00:00+00:00,207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,308829600,NVDA
2025-10-30 00:00:00+00:00,205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,178864400,NVDA
2025-10-31 00:00:00+00:00,206.4499969482422,207.97000122070312,202.07000732421875,202.49000549316406,179802200,NVDA
2025-11-03 00:00:00+00:00,208.0800018310547,211.33999633789062,205.55999755859375,206.8800048828125,180267300,NVDA
2025-11-04 00:00:00+00:00,203.0,203.97000122070312,197.92999267578125,198.69000244140625,188919300,NVDA
2025-11-05 00:00:00+00:00,198.77000427246094,202.9199981689453,194.64999389648438,195.2100067138672,171350300,NVDA
2025-11-06 00:00:00+00:00,196.4199981689453,197.6199951171875,186.3800048828125,188.0800018310547,223029800,NVDA
2025-11-07 00:00:00+00:00,184.89999389648438,188.32000732421875,178.91000366210938,188.14999389648438,264942300,NVDA
2025-11-10 00:00:00+00:00,195.11000061035156,199.94000244140625,193.7899932861328,199.0500030517578,198897100,NVDA
2025-11-11 00:00:00+00:00,195.16000366210938,195.4199981689453,191.3000030517578,193.16000366210938,176483300,NVDA
2025-11-12 00:00:00+00:00,195.72000122070312,195.88999938964844,191.1300048828125,193.8000030517578,154935300,NVDA
2025-11-13 00:00:00+00:00,191.0500030517578,191.44000244140625,183.85000610351562,186.86000061035156,207423100,NVDA
2025-11-14 00:00:00+00:00,182.86000061035156,191.00999450683594,180.5800018310547,190.1699981689453,186591900,NVDA
2025-11-17 00:00:00+00:00,185.97000122070312,189.0,184.32000732421875,186.60000610351562,173628900,NVDA
2025-11-18 00:00:00+00:00,183.3800048828125,184.8000030517578,179.64999389648438,181.36000061035156,213598900,NVDA
2025-11-19 00:00:00+00:00,184.7899932861328,187.86000061035156,182.8300018310547,186.52000427246094,247246400,NVDA
2025-11-20 00:00:00+00:00,195.9499969482422,196.0,179.85000610351562,180.63999938964844,343504800,NVDA
2025-11-21 00:00:00+00:00,181.24000549316406,184.55999755859375,172.92999267578125,178.8800048828125,346068500,NVDA
